student_id,student_gender,student_age,course_name,watch_time,duration_sec,engagement,timestamp,source_file,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,_source_file,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level,first_name,last_name,score,hours_studied,assignments_completed,participation,metadata,transcript
students_adaptability_level_online_education.csv_830,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,Yes,High,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_831,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,No,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_832,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_833,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_834,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3-6,Yes,Computer,Low,,,,,,,,
students_adaptability_level_online_education.csv_835,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_836,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_837,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_838,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_839,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_840,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_841,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_842,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_843,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,3G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_844,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_845,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_846,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Tab,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_847,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_848,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_849,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_850,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_851,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_852,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_853,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_854,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_855,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_856,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Wifi,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_857,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_858,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_859,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,High,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_860,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_861,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_862,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_863,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_864,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_865,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_866,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_867,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_868,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_869,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_870,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_871,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Tab,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_872,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_873,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_874,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_875,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_876,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_877,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_878,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_879,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_880,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Tab,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_881,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Rich,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_882,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_883,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_884,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_885,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_886,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_887,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_888,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_889,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_890,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,3G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_891,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_892,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Wifi,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_893,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_894,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_895,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Mid,Wifi,4G,1-3,Yes,Computer,Moderate,,,,,,,,
